TaxonName,Locality,MaterialType,AltitudeFrom,AltitudeTo,CoordLatDD,CoordLongDD,CountryName,ItemAccNoFull,ItemLocationCode,AccNoCons,CollNo,DetType,ProvenanceCode,AtrA_Variant,Collector,ItemSpecCount
Rhododendron auriculatum,"Daozhen county, Dashahe Cathaya Reserve, northern part of Gie Bei trail on Guizhou/Sichuan border. Top of pass.",seed,1500,,,,China,1995-0829.02,3AE8,32285/0-0413-1995,PW.50,,W,,"Wharton, Peter",4
Rhododendron glanduliferum,"Daozhen county, Dashahe Cathaya Reserve,  Da He Ba trail to northern boundary of reserve. On divide close to Guizhou/Sichuan border.",seed,1290,,,,China,1995-0830.01,3AH8,32286/0-0413-1995,PW.0076,,W,,"Wharton, Peter",3
Rhododendron glanduliferum,"Daozhen county, Dashahe Cathaya Reserve,  Da He Ba trail to northern boundary of reserve. On divide close to Guizhou/Sichuan border.",seed,1290,,,,China,1995-0830.03,HUBC,32286/0-0413-1995,PW.0076,,W,,"Wharton, Peter",1
Rhododendron sutchuenense,"Daozhen county, Dashahe Cathaya Reserve, northern part of Gie Bei trail on Guizhou/Sichuan border. Top of pass.",seed,1565,,,,China,1995-0831.01,3AJ1,32287/0-0413-1995,PW.49,,W,,"Wharton, Peter",6
Rhododendron sutchuenense,"Daozhen county, Dashahe Cathaya Reserve, northern part of Gie Bei trail on Guizhou/Sichuan border. Top of pass.",seed,1565,,,,China,1995-0831.02,3AH8,32287/0-0413-1995,PW.49,,W,,"Wharton, Peter",2
Veronica gentianoides,,seed,,,,,,1996-0102.01,3AA6,32289/0-0076-1996,,,G,,,1
Veronica gentianoides,,seed,,,,,,1996-0102.02,3AB6,32289/0-0076-1996,,,G,,,1
Ephedra equisetina,,seed,,,,,,1996-0140.01,LAS1,32346/0-0606-1996,JJH.94866ISK,cf.,W,,"Halda, Joseph J.",1
Geum triflorum,"Mt.Townsend, Olympic Mts.",seed,,,,,United States of America,1996-0149.01,LNA2,32355/0-0167-1996,?AGC-BC.,,W,,,1
Geum triflorum,"Mt.Townsend, Olympic Mts.",seed,,,,,United States of America,1996-0149.02,HUBC,32355/0-0167-1996,?AGC-BC.,,W,,,1
Lonicera 'Mandarin',,seed,,,,,,1989-0769.01,8N02,32362/0-0051-1989,,,G,,,1
Lonicera 'Mandarin',,seed,,,,,,1989-0769.02,1D,32362/0-0051-1989,,,G,,,1
Lonicera 'Mandarin',,seed,,,,,,1989-0769.03,LFE,32362/0-0051-1989,,,G,,,2
Lonicera 'Mandarin',,seed,,,,,,1989-0769.04,HUBC,32362/0-0051-1989,,,G,,,1
Primula sieboldii,,seed,,,,,,1995-0862.01,LAS5,32402/0-5466-1995,,,G,mixed cultivars,,
Rhododendron canadense,"Lunenberg Co.,NS",seed,,,,,Canada,1995-0864.01,LNA1,32404/0-0167-1995,,,W,,,3
Rhododendron viscosum,,seed,,,,,,1995-0865.03,HUBC,32405/0-5454-1995,,,U,,,1
Cotoneaster horizontalis,"Daozhen county, Dashahe Cathaya Reserve, Gu Gin Tang trail, west of main access road to Dashahe hamlet.",seed,1380,,,,China,1995-0867.01,3ADA,32407/0-0413-1995,PW.0060,aff.,W,,"Wharton, Peter",4
Cotoneaster horizontalis,"Daozhen county, Dashahe Cathaya Reserve, Gu Gin Tang trail, west of main access road to Dashahe hamlet.",seed,1380,,,,China,1995-0867.03,HUBC,32407/0-0413-1995,PW.0060,aff.,W,,"Wharton, Peter",1
Doronicum orientale,,seed,,,,,,1996-0180.02,HUBC,32408/0-0556-1996,,aff.,U,,,1
Rhododendron ochraceum,"Daozhen county, Dashahe Cathaya Reserve, Monkey Cape Mountain (Mao Zi Shan) trail, 3 km west of Dashahe village.",seed,1570,,,,China,1995-0879.01,3AH2,32421/0-0413-1995,PW.035,,W,,"Wharton, Peter",4
Rodgersia pinnata 'Superba',,plant,,,,,,1996-0185.01,3AAD,32425/0-5467-1996,,,G,,,1
Rodgersia podophylla,,plant,,,,,,1996-0186.01,3AA3,32426/0-5467-1996,,,G,Donard selection,,1
Asphodeline lutea,,seed,,,,,,1996-0193.01,LAF2,32434/0-0170-1996,,,G,,,many
Eriogonum compositum var. compositum,"Iron Mt, Cascades, 5100', Linn Co.",seed,1554,,,,United States of America,1996-0199.01,LNA2,32440/0-0640-1996,NNS.94-0045,,W,,"Ratko, Ron",many
Eriogonum compositum var. compositum,"Iron Mt, Cascades, 5100', Linn Co.",seed,1554,,,,United States of America,1996-0199.02,HUBC,32440/0-0640-1996,NNS.94-0045,,W,,"Ratko, Ron",1
Eriogonum ovalifolium,"Kiger Gorge Rim, Steens Mt., 8900`",seed,2713,2713,,,United States of America,1996-0200.01,LTC1,32441/0-0640-1996,NNS.94-0047,,W,,"Ratko, Ron",1
Eriogonum ovalifolium,"Kiger Gorge Rim, Steens Mt., 8900`",seed,2713,2713,,,United States of America,1996-0200.02,HUBC,32441/0-0640-1996,NNS.94-0047,,W,,"Ratko, Ron",1
Acer pectinatum,"Fansi Pan, Sapa",seed,2700,,,,Viet Nam,1995-0887.01,3AK1,32462/0-0523-1995,KR.3012,aff.,W,,"Rushforth, Keith",1
Acer pectinatum,"Fansi Pan, Sapa",seed,2700,,,,Viet Nam,1995-0887.02,3AD4,32462/0-0523-1995,KR.3012,aff.,W,,"Rushforth, Keith",1
Salvia przewalskii var. glabrescens,Hong Ya Co.,seed,2360,,,,China,1996-0217.03,HUBC,32470/0-0571-1996,SICH.1636,,W,,"Erskine, C.; Fliegner, H.; Howick, Charles; McNamara, W.",1
Vaccinium 'Tophat',,plant,,,,,,1995-0896.01,LNA3,32488/0-0241-1995,,,G,,,1
Trillium albidum,,plant,,,,,,1996-0234.01,LNA3,32496/0-0633-1996,,,G,,,4
Trillium albidum,,plant,,,,,,1996-0234.02,1P02,32496/0-0633-1996,,,G,,,7
Trillium albidum,,plant,,,,,,1996-0234.03,HUBC,32496/0-0633-1996,,,G,,,1
Ephedra chilensis,,seed,,,,,,1996-0243.02,HUBC,32508/0-0310-1996,,,G,,,1
Eriogonum siskiyouense,"Ridge abv.(n.)Robbers Meadow,Scott Mtns.,7150',Trinity Co.,CA",seed,2179,,,,United States of America,1996-0245.01,LNA2,32510/0-0640-1996,NNS.93-0304,,W,,"Ratko, Ron",1
Wahlenbergia stricta subsp. stricta,,seed,,,,,,1999-0052.02,HUBC,32522/1-0170-1999,,,G,,,1
Cryptomeria japonica var. sinensis,"Guiyang city,  Guizhou Botanical Garden, Liuchongguan, in avenue at the entrance to the botanical garden.",seed,1290,,,,China,1995-0906.01,3AS5,32524/0-0413-1995,PW.0089,,W,,"Wharton, Peter",3
Ilex litseifolia,,seed,,,,,,1993-0563.01,3AH2,32526/0-0607-1993,,,G,,,1
Ilex litseifolia,,seed,,,,,,1993-0563.02,3AE6,32526/0-0607-1993,,,G,,,1
Liquidambar acalycina,Mt. Heng,seed,300,,27.25,112.683333,China,1996-0255.01,2A12,32530/0-0437-1996,,,W,,,1
Liquidambar acalycina,Mt. Heng,seed,300,,27.25,112.683333,China,1996-0255.02,3AH5,32530/0-0437-1996,,,W,,,1
Cyclamen coum,,seed,,,,,,1995-0911.01,LAM,32539/0-0361-1995,,,G,,,3
Cyclamen coum,,seed,,,,,,1995-0911.02,HUBC,32539/0-0361-1995,,,G,,,1
Cyclamen coum,,seed,,,,,,1995-0913.01,LEU,32541/0-0361-1995,,,G,,,2
Cyclamen coum,,seed,,,,,,1995-0914.01,LAM,32542/0-0361-1995,,,G,,,1
Geranium pratense,,seed,,,,,,1996-0268.01,3AB2,32550/0-0621-1996,,,G,white flowered selection,,7
Vaccinium cespitosum,"Mt.Baker,4200',WA",seed,1280,1280,,,United States of America,1995-0919.01,1B34,32555/0-0625-1995,,,W,,,1
Libertia formosa,,seed,,,,,,1996-0277.01,LSA2,32565/0-0170-1996,,,G,,,8
Actaea rubra,"Garibaldi Park,1050m,BC 50 08'N 122 50'W",seed,,,,,Canada,1994-0559.01,1B24,32579/0-0167-1994,,,W,,,1
Geranium pratense 'Striatum',,plant,,,,,,1996-0286.01,3AA5,32588/0-0614-1996,,,G,,,1
Betula pumila var. pumila,"Blomidon Mt., NF",seed,,,,,Canada,1996-0288.01,LNA3,32590/0-0167-1996,,,W,,,1
Tiarella polyphylla 'Filigran',,seed,,,,,,1996-0299.01,3AA4,32609/0-0556-1996,,,G,,,12
Tsuga chinensis,Ningshan Co.,seed,1600,1900,,,China,1995-0940.01,3AL3,32610/0-0626-1995,NACPEC.,,W,,"Garvey, Edward; Lewandowski, Rick; Cui Tiecheng",3
Tsuga chinensis,Ningshan Co.,seed,1600,1900,,,China,1995-0940.02,3AG5,32610/0-0626-1995,NACPEC.,,W,,"Garvey, Edward; Lewandowski, Rick; Cui Tiecheng",3
Tsuga chinensis,Ningshan Co.,seed,1600,1900,,,China,1995-0940.03,3AH3,32610/0-0626-1995,NACPEC.,,W,,"Garvey, Edward; Lewandowski, Rick; Cui Tiecheng",2
Tsuga chinensis,Ningshan Co.,seed,1600,1900,,,China,1995-0940.04,HUBC,32610/0-0626-1995,NACPEC.,,W,,"Garvey, Edward; Lewandowski, Rick; Cui Tiecheng",1
Iris graminea,,plant,,,,,,1996-0319.01,LEU,32635/0-0304-1996,,,G,,,6
Cistanthe tweedyi,"coll.Manning Park,BC",plant,,,,,Canada,1994-0560.02,HUBC,32644/0-0075-1994,,,W,,,1
Calamagrostis × acutiflora 'Karl Foerster',,plant,,,,,,1995-0946.01,1C01,32649/0-0613-1995,,,G,,,15
Calamagrostis × acutiflora 'Karl Foerster',,plant,,,,,,1995-0946.02,1C02,32649/0-0613-1995,,,G,,,15
Calamagrostis × acutiflora 'Karl Foerster',,plant,,,,,,1995-0946.04,2A07,32649/0-0613-1995,,,G,,,4
Ephedra frustillata,coll.Argentina,plant,,,,,Argentina,1995-0948.01,LSA2,32656/0-0558-1995,,,W,,"Charleton, Margaret",1
Ephedra frustillata,coll.Argentina,plant,,,,,Argentina,1995-0948.02,LBF1,32656/0-0558-1995,,,W,,"Charleton, Margaret",1
Ephedra frustillata,coll.Argentina,plant,,,,,Argentina,1995-0948.03,HUBC,32656/0-0558-1995,,,W,,"Charleton, Margaret",1
Zantedeschia rehmannii,,bulb,,,,,,1990-0587.01,LAF2,32661/0-0221-1990,,,G,pink flowered selection,,many
Zantedeschia rehmannii,,bulb,,,,,,1990-0587.02,HUBC,32661/0-0221-1990,,,G,pink flowered selection,,1
Dryopteris wallichiana,,plant,,,,,,1996-0335.01,3AB5,32664/0-0483-1996,,aff.,G,,,1
Empetrum rubrum,,plant,,,,,,1990-0589.01,LAA3,32670/0-0075-1990,,cf.,U,,,2
Galanthus elwesii,,bulb,,,,,,1995-0951.01,LEU2,32676/0-5555-1995,,,G,,,many
Epilobium canum subsp. canum 'Solidarity Pink',,plant,,,,,,1996-0349.02,LNA6,32685/0-0633-1996,,,U,,,1
Epilobium canum subsp. canum 'Solidarity Pink',,plant,,,,,,1996-0349.03,LNA6,32685/0-0633-1996,,,U,,,
Colchicum parnassicum,,corm,,,,,,1996-0350.01,LEU,32686/0-0615-1996,,,G,,,many
Synthyris missurica,,plant,,,,,,1996-0364.01,LNA3,32701/0-0403-1996,,,G,,,1
Crocosmia masoniorum,,plant,,,,,,1996-0367.01,LAF2,32704/0-0558-1996,,,G,,,
Crocosmia masoniorum,,plant,,,,,,1996-0367.02,HUBC,32704/0-0558-1996,,,G,,,1
Crocosmia 'Lucifer',,plant,,,,,,1996-0368.02,2A07,32705/0-0633-1996,,,G,,,20
Allium virgunculae,,plant,,,,,,1996-0369.11,LAS6,32706/0-0304-1996,,,G,white flowered selection,,1
Allium kiiense,,plant,,,,,,1996-0370.01,LAS1,32707/0-0304-1996,,,G,,,1
Allium kiiense,,plant,,,,,,1996-0370.02,HUBC,32707/0-0304-1996,,,G,,,1
Lathyrus vernus 'Rosenelfe',,plant,,,,,,1996-0381.01,LEU2,32718/0-0620-1996,,,G,,,1
Rhododendron 'Patty Bee',,plant,,,,,,1996-0384.01,LAS4,32721/0-0633-1996,,,G,,,1
Rhododendron 'Patty Bee',,plant,,,,,,1996-0384.02,LAS4,32721/0-0633-1996,,,G,,,1
Iris forrestii,,seed,,,,,,1992-0904.02,3AA4,32722/0-0633-1992,,,G,,,7
Cistus inflatus,,bare root plant,,,,,,1996-0402.04,LEU3,32741/0-0561-1996,,,G,,,1
Cistus inflatus,,bare root plant,,,,,,1996-0402.06,LEU,32741/0-0561-1996,,,G,,,3
Cistus inflatus,,bare root plant,,,,,,1996-0402.07,HUBC,32741/0-0561-1996,,,G,,,1
Cistus × argenteus 'Peggy Sammons',,bare root plant,,,,,,1996-0403.02,LEU,32742/0-0561-1996,,,G,,,1
Euonymus fortunei 'Kewensis',,bare root plant,,,,,,1996-0407.01,LCS3,32746/0-0468-1996,,,G,,,1
Euonymus fortunei 'Kewensis',,bare root plant,,,,,,1996-0407.02,LAS3,32746/0-0468-1996,,,G,,,1
Origanum vulgare 'Thumble's Variety',,bare root plant,,,,,,1996-0413.01,LAM,32752/0-0615-1996,,,G,,,many
Origanum vulgare 'Thumble's Variety',,bare root plant,,,,,,1996-0413.02,LAM,32752/0-0615-1996,,,G,,,many
Phygelius capensis,,bare root plant,,,,,,1996-0415.01,LAF2,32754/0-0573-1996,,,G,orange flowered selection,,1
Potentilla dombeyi,,bare root plant,,,,,,1996-0416.01,LSA1,32755/0-0644-1996,,,G,,,14
Epilobium canum subsp. canum 'Olbrich Silver',,bare root plant,,,,,,1996-0418.01,LNA2,32757/0-0573-1996,,,G,,,1
Epilobium canum subsp. canum 'Olbrich Silver',,bare root plant,,,,,,1996-0418.02,LTC2,32757/0-0573-1996,,,G,,,many
Euonymus fortunei 'Harlequin',,bare root plant,,,,,,1996-0436.01,1P02,32775/0-0573-1996,,,G,,,1
Helleborus × hybridus,,bare root plant,,,,,,1996-0437.01,2A02,32776/0-5411-1996,,,G,,,1
Helleborus × hybridus 'Smokey Blue',,bare root plant,,,,,,1996-0444.01,2A02,32783/0-5411-1996,,,G,,,1
Heuchera micrantha 'Martha Roderick',,bare root plant,,,,,,1996-0454.01,1M09,32793/0-0645-1996,,,G,,,1
Bergenia emeiensis var. rubellina,,bare root plant,,,,,,1996-0461.01,3AB6,32800/0-5411-1996,,,G,,,1
Epimedium brevicornu,,bare root plant,,,,,,1996-0462.01,3AD1,32801/0-5411-1996,,,G,,,1
Epimedium brevicornu,,bare root plant,,,,,,1996-0462.02,3AA5,32801/0-5411-1996,,,G,,,4
Epimedium franchetii 'Brimstone Butterfly',,bare root plant,,,,,,1996-0464.02,2A05,32803/0-5411-1996,,,G,,,3
Epimedium davidii,w Sichuan,bare root plant,,,,,China,1996-0465.01,3AA3,32804/0-5411-1996,EMR.4125,,W,,,4
Epimedium davidii,w Sichuan,bare root plant,,,,,China,1996-0465.02,3AB2,32804/0-5411-1996,EMR.4125,,W,,,1
Epimedium davidii,w Sichuan,bare root plant,,,,,China,1996-0465.03,HUBC,32804/0-5411-1996,EMR.4125,,W,,,1
Epimedium dolichostemon,Shizu,bare root plant,1400,,,,China,1996-0466.01,3AA3,32805/0-5411-1996,Og.81010,,W,,"Ogisu, Mikinori",2
Epimedium dolichostemon,Shizu,bare root plant,1400,,,,China,1996-0466.02,3AA5,32805/0-5411-1996,Og.81010,,W,,"Ogisu, Mikinori",3
Epimedium dolichostemon,Shizu,bare root plant,1400,,,,China,1996-0466.03,HUBC,32805/0-5411-1996,Og.81010,,W,,"Ogisu, Mikinori",1
Epimedium 'Kaguyahime',,bare root plant,,,,,,1996-0468.01,3AA3,32807/0-5411-1996,,,G,,,1
Epimedium leptorrhizum,Sichuan,bare root plant,,,,,China,1996-0469.04,HUBC,32808/0-5411-1996,OR.81012,,W,,,1
Epimedium × omeiense 'Stormcloud',,bare root plant,,,,,,1996-0471.01,3AAE,32810/0-5411-1996,,,G,,,4
Epimedium × omeiense 'Stormcloud',,bare root plant,,,,,,1996-0471.02,3AA3,32810/0-5411-1996,,,G,,,4
Epimedium pauciflorum,,bare root plant,,,,,,1996-0472.01,3AA3,32811/0-5411-1996,,,G,,,3
Epimedium stellulatum 'Wudang Star',"Wudang Shan (Mtn.), on hillside beneath Purple Cloud Temple",bare root plant,860,,,,China,1996-0474.02,3AA3,32813/0-5411-1996,L.1193,,W,,"Lancaster, Roy",2
Epimedium stellulatum 'Wudang Star',"Wudang Shan (Mtn.), on hillside beneath Purple Cloud Temple",bare root plant,860,,,,China,1996-0474.03,3ABC,32813/0-5411-1996,L.1193,,W,,"Lancaster, Roy",1
Epimedium stellulatum 'Wudang Star',"Wudang Shan (Mtn.), on hillside beneath Purple Cloud Temple",bare root plant,860,,,,China,1996-0474.04,HUBC,32813/0-5411-1996,L.1193,,W,,"Lancaster, Roy",1
Geranium 'Spinners',,bare root plant,,,,,,1996-0479.02,1M05,32818/0-0644-1996,,,G,,,1
Stachys macrantha 'Robusta',,bare root plant,,,,,,1996-0483.01,1C02,32822/0-0646-1996,,,G,,,1
Phlox adsurgens 'Wagon Wheel',,plant,,,,,,1995-0954.05,LNA3,32824/0-0246-1995,,,G,,,2
Phlox adsurgens 'Wagon Wheel',,plant,,,,,,1995-0954.07,LNA4,32824/0-0246-1995,,,G,,,
Vitis vinifera 'Purpurea',,unrooted cutting,,,,,,1996-0485.01,8N02,32825/0-5316-1996,,,G,,,1
Vitis vinifera 'Purpurea',,unrooted cutting,,,,,,1996-0485.02,1F09,32825/0-5316-1996,,,G,,,1
Vitis vinifera 'Purpurea',,unrooted cutting,,,,,,1996-0485.03,1F11,32825/0-5316-1996,,,G,,,1
Veronica chamaedrys,,bare root plant,,,,,,1996-0492.01,LEU,32832/0-0646-1996,,,G,,,3
Symphytum × uplandicum 'Axminster Gold',,bare root plant,,,,,,1996-0497.01,1M09,32837/0-0573-1996,,,G,,,1
Stachys macrantha 'Rosea',,bare root plant,,,,,,1996-0500.01,LEU,32840/0-0646-1996,,,G,,,1
Epilobium canum subsp. canum 'Sir Cedric Morris',,bare root plant,,,,,,1996-0501.02,LNA6,32841/0-0561-1996,,,G,,,1
Epilobium canum subsp. canum 'Sir Cedric Morris',,bare root plant,,,,,,1996-0501.03,LNA5,32841/0-0561-1996,,,G,,,1
Epilobium canum subsp. canum 'Sir Cedric Morris',,bare root plant,,,,,,1996-0501.04,LTC2,32841/0-0561-1996,,,G,,,many
Lonicera periclymenum 'Graham Thomas',,bare root plant,,,,,,1996-0502.01,1D,32842/0-0561-1996,,,G,,,1
Sambucus nigra 'Laciniata',,bare root plant,,,,,,1996-0506.02,1M09,32846/0-0645-1996,,,G,,,1
Aconitum napellus,,bare root plant,,,,,,1996-0508.01,1F09,32848/0-0647-1996,,,G,,,2
Chamaemelum nobile 'Flore Pleno',,bare root plant,,,,,,1996-0511.01,1F11,32851/0-0647-1996,,,G,,,51
Iris × germanica var. florentina,,bare root plant,,,,,,1996-0513.01,1F09,32853/0-0647-1996,,,G,,,51
Petasites albus,,bare root plant,,,,,,1996-0518.01,1F05,32858/0-0647-1996,,,G,,,51
Saponaria officinalis,,bare root plant,,,,,,1996-0520.01,1F09,32860/0-0647-1996,,,G,,,2
Saponaria officinalis,,bare root plant,,,,,,1996-0520.02,HUBC,32860/0-0647-1996,,,G,,,1
Symphytum caucasicum,,bare root plant,,,,,,1996-0522.01,1F11,32862/0-0647-1996,,,G,,,51
Symphytum tuberosum,,bare root plant,,,,,,1996-0523.02,1F11,32863/0-0647-1996,,,G,,,3
Erysimum pulchellum,,bare root plant,,,,,,1996-0530.01,LAM,32870/0-0645-1996,,,G,,,many
Allium acuminatum,,seed,,,,,,1995-0956.01,1G02,32875/0-0167-1995,,,G,white-flowered selection,,many
Nipponanthemum nipponicum,,seed,,,,,,1996-0537.01,3AD2,32887/0-0262-1996,,,G,,,12
Nipponanthemum nipponicum,,seed,,,,,,1996-0537.02,HUBC,32887/0-0262-1996,,,G,,,1
Sisyrinchium macrocarpum,,seed,,,,,,1996-0545.02,LTC1,32901/0-0205-1996,,,G,,,many
Cistus ladanifer 'Pat',,bare root plant,,,,,,1996-0548.01,LAF2,32904/0-0561-1996,,,G,,,1
Vitis 'Brant',,bare root plant,,,,,,1996-0553.01,8N02,32909/0-0646-1996,,,G,,,1
Vitis coignetiae 'Frovit',,bare root plant,,,,,,1996-0559.01,8N02,32917/0-0646-1996,,,G,,,1
Ilex × meserveae 'Blue Boy',,plant,,,,,,1983-0983.01,1X01,32920/0-0075-1983,,,G,,,2
Ilex × meserveae 'Blue Girl',,plant,,,,,,1983-0984.01,1X01,32921/0-0075-1983,,,G,,,18
Hibiscus syriacus 'Oiseau Bleu',,plant,,,,,,1983-0985.01,1X01,32922/0-0537-1983,,,G,,,15
Microbiota decussata,,plant,,,,,,1983-0987.01,1X01,32924/0-5254-1983,,,G,,,100
Microbiota decussata,,plant,,,,,,1983-0987.02,1X02,32924/0-5254-1983,,,G,,,50
Hosta sieboldii,,seed,,,,,,1997-0040.01,3AA4,32927/0-0262-1997,,,G,,,12
Hosta sieboldii,,seed,,,,,,1997-0040.02,3AB3,32927/0-0262-1997,,,G,,,1
Rhododendron asterochnoum,"wild coll.,?Yunnan, (1800)3000-3100(-3660)m",seed,,,,,China,1996-0565.01,3AD4,32934/0-0026-1996,C&H.7051,,W,,,5
Rhododendron calophytum var. openshawianum,"wild coll.,?Yunnan, (1360 to 2000-2800(-3200)m",seed,,,,,China,1996-0566.01,3AEC,32935/0-0026-1996,C&H.7055,,W,,,1
Rhododendron calophytum var. openshawianum,"wild coll.,?Yunnan, (1360 to 2000-2800(-3200)m",seed,,,,,China,1996-0566.03,3AF2,32935/0-0026-1996,C&H.7055,,W,,,2
Rhododendron calophytum var. openshawianum,"wild coll.,?Yunnan, (1360 to 2000-2800(-3200)m",seed,,,,,China,1996-0566.04,3AE7,32935/0-0026-1996,C&H.7055,,W,,,1
Rhododendron calophytum var. openshawianum,"wild coll.,?Yunnan, (1360 to 2000-2800(-3200)m",seed,,,,,China,1996-0566.05,3AF3,32935/0-0026-1996,C&H.7055,,W,,,1
Rhododendron coeloneurum,,seed,,,,,China,1996-0567.01,3AH4,32936/0-0026-1996,C&H.7085,,W,,,4
Rhododendron coeloneurum,,seed,,,,,China,1996-0567.02,3AE8,32936/0-0026-1996,C&H.7085,,W,,,2
Rhododendron coeloneurum,,seed,,,,,China,1996-0567.03,3AH8,32936/0-0026-1996,C&H.7085,,W,,,3
Rhododendron coeloneurum,,seed,,,,,China,1996-0567.04,HUBC,32936/0-0026-1996,C&H.7085,,W,,,1
Rhododendron denudatum,,seed,3000,3350,,,China,1996-0568.01,3AF5,32937/0-0026-1996,C&H.7118,,W,,,4
Rhododendron denudatum,,seed,3000,3350,,,China,1996-0568.02,3AB3,32937/0-0026-1996,C&H.7118,,W,,,5
Rhododendron denudatum,,seed,3000,3350,,,China,1996-0568.03,HUBC,32937/0-0026-1996,C&H.7118,,W,,,1
Rhododendron glanduliferum,,seed,,,,,China,1996-0569.01,3AJ7,32938/0-0026-1996,C&H.7131,,W,,,3
Rhododendron glanduliferum,,seed,,,,,China,1996-0569.02,3AG6,32938/0-0026-1996,C&H.7131,,W,,,7
Rhododendron heliolepis var. fumidum,"wild coll.?Yunnan, 3200-3400 (-3700)m",seed,,,,,China,1996-0570.01,3AH4,32939/0-0026-1996,C&H.7165,,W,,,6
Rhododendron heliolepis var. fumidum,"wild coll.?Yunnan, 3200-3400 (-3700)m",seed,,,,,China,1996-0570.02,HUBC,32939/0-0026-1996,C&H.7165,,W,,,1
Rhododendron serotinum,,seed,,,,,China,1996-0571.01,3ADA,32940/0-0026-1996,C&H.7189,aff.,W,,,3
Rhododendron serotinum,,seed,,,,,China,1996-0571.02,3AD8,32940/0-0026-1996,C&H.7189,aff.,W,,,1
Rhododendron serotinum,,seed,,,,,China,1996-0571.03,3AD9,32940/0-0026-1996,C&H.7189,aff.,W,,,4
Rhododendron longipes,,seed,,,,,China,1996-0572.02,3AD1,32941/0-0026-1996,C&H.7072,,W,,,5
Rhododendron longipes,,seed,,,,,China,1996-0572.03,3AD4,32941/0-0026-1996,C&H.7072,,W,,,2
Rhododendron longipes,,seed,,,,,China,1996-0572.04,HUBC,32941/0-0026-1996,C&H.7072,,W,,,1
Rhododendron decorum,,seed,,,,,China,1996-0573.01,3AD9,32942/0-0026-1996,C&H.7132,,W,,,6
Rhododendron decorum,,seed,,,,,China,1996-0573.02,3ADA,32942/0-0026-1996,C&H.7132,,W,,,1
Rhododendron decorum,,seed,,,,,China,1996-0573.03,HUBC,32942/0-0026-1996,C&H.7132,,W,,,1
Yucca schottii,s.Santa Rita Mts.,seed,,,,,United States of America,1997-0044.01,LNA6,32945/0-0652-1997,,,Z,,,3
Cladanthus scariosus,,seed,,,,,,1997-0045.01,LAF2,32946/0-0182-1997,,,G,,,1
Cladanthus scariosus,,seed,,,,,,1997-0045.02,HUBC,32946/0-0182-1997,,,G,,,1
Rubus thibetanus 'Silver Fern',,plant,,,,,,1997-0048.01,3AA3,32955/0-5170-1997,,,G,,,1
Acanthus mollis Latifolius Group,,plant,,,,,,1996-0579.01,1M09,32956/0-0614-1996,,,G,,,51
Iris graminea,"Trento, Gardasee, W-Ufer, Campione, 70-450m",seed,70,450,,,Italy,1996-0600.01,LAM,32986/0-0181-1996,,,W,,,13
Astilbe grandis,,plant,,,,,,1997-0064.01,3AB5,33001/0-0598-1997,,,G,,,3
Rhododendron sp.,"Koro R., Sekye La->Nyingchi, Nyingchi Co.",seed,3840,,,,China,1996-0605.01,3AB7,33016/0-0571-1996,TIBT.0041,,W,,"Erskine, C.; Fliegner, H.; Howick, Charles; McNamara, W.",1
Rhododendron sp.,"Koro R., Sekye La->Nyingchi, Nyingchi Co.",seed,3840,,,,China,1996-0605.02,3AB7,33016/0-0571-1996,TIBT.0041,,W,,"Erskine, C.; Fliegner, H.; Howick, Charles; McNamara, W.",1
Rhododendron sp.,"Koro R., Sekye La->Nyingchi, Nyingchi Co.",seed,3840,,,,China,1996-0605.03,3AB7,33016/0-0571-1996,TIBT.0041,,W,,"Erskine, C.; Fliegner, H.; Howick, Charles; McNamara, W.",1
Rhododendron sp.,"Koro R., Sekye La->Nyingchi, Nyingchi Co.",seed,3840,,,,China,1996-0605.04,3AB7,33016/0-0571-1996,TIBT.0041,,W,,"Erskine, C.; Fliegner, H.; Howick, Charles; McNamara, W.",1
Rhododendron sp.,"Koro R., Sekye La->Nyingchi, Nyingchi Co.",seed,3840,,,,China,1996-0605.05,3AB7,33016/0-0571-1996,TIBT.0041,,W,,"Erskine, C.; Fliegner, H.; Howick, Charles; McNamara, W.",1
Rhododendron sp.,"Koro R., Sekye La->Nyingchi, Nyingchi Co.",seed,3840,,,,China,1996-0605.06,3AB7,33016/0-0571-1996,TIBT.0041,,W,,"Erskine, C.; Fliegner, H.; Howick, Charles; McNamara, W.",1
Rhododendron denudatum,,seed,,,,,China,1996-0607.01,3AEB,33018/0-0026-1996,C&H.7012,aff.,W,,,4
Rhododendron denudatum,,seed,,,,,China,1996-0607.02,3AF1,33018/0-0026-1996,C&H.7012,aff.,W,,,1
Rhododendron denudatum,,seed,,,,,China,1996-0607.03,3AE4,33018/0-0026-1996,C&H.7012,aff.,W,,,3
