"ID","TaxonID","Taxon","Trait","Data","Units","DataType","Method","SourceID","Region","Lat","Long","Alt","Accuracy","Comments"
"A16308",2128,"Clinopodium vulgare","DispMode","G","[9]","categorical","compilation","Correia2018","U",,,,,
"A02851",2128,"Clinopodium vulgare","FruitType","dry","[2]","categorical","general reference","Tutin1964","U",,,,,
"C02344",2128,"Clinopodium vulgare","SeedMass","0.43","mg","quantitative","measure","Cerabolini2003","C",,,,,
"C02412",2128,"Clinopodium vulgare","SoilSeedBank","mid-persistent|unk","[7]","semi-quantitative conditional","compilation","Cerabolini2003","C",,,,,
"A04451",2129,"Clinopodium vulgare ssp. vulgare","GrowthForm","perennial forb","[13]","categorical","general reference","Tutin1964","U",,,,,
"A02852",2129,"Clinopodium vulgare ssp. vulgare","FruitType","dry","[2]","categorical","general reference","Tutin1964","U",,,,,
"C07321",2129,"Clinopodium vulgare ssp. vulgare","RespFire","yes","[2]","boolean","experience","Alberdi2002","W",42.65,-2.28,1000,"High",
"C07411",2129,"Clinopodium vulgare ssp. vulgare","SeedlEmerg","yes","[2]","boolean","experience","Alberdi2002","W",42.65,-2.28,1000,"High",
"A04473",3456,"Coridothymus capitatus","GrowthForm","subshrub","[13]","categorical","general reference","Greuter1984","U",,,,,
"E02962",3456,"Coridothymus capitatus","LeafDivision","simple","[2]","categorical","experience","Attica2008","E",,,,,
"E02964",3456,"Coridothymus capitatus","LeafPhenology","drought semi-deciduous","[4]","categorical","experience","Attica2008","E",,,,,
"E02965",3456,"Coridothymus capitatus","LeafShape","linear","[7]","categorical","experience","Attica2008","E",,,,,
"E02966",3456,"Coridothymus capitatus","LeafArea","very small","[5]","semi-quantitative","compilation","Arianoutsou1988","E",39,22,,"VLow",
"A15607",3456,"Coridothymus capitatus","LeafArea","3","mm2","quantitative","measure","Wright2017","E",31.642,34.935,379,"High",
"E02955",3456,"Coridothymus capitatus","BarkThick","thin","[3]","semi-quantitative","compilation","Arianoutsou1988","E",39,22,,"VLow",
"E02961",3456,"Coridothymus capitatus","Height","0.5","m","quantitative","general reference","Tutin1964","U",,,,,
"A06860",3456,"Coridothymus capitatus","StemDensity","0.55","gr/cm3","quantitative","measure","Crivellaro2013","M",35.17,33.37,,"Low",
"E02958",3456,"Coridothymus capitatus","Clonality","no","[2]","boolean","experience","Attica2008","E",38,23.7,,"Low",
"C03295",3456,"Coridothymus capitatus","Lifespan","15","yr","quantitative","experience","Arianoutsou1982","E",37.94,23.8,,"Mod",
"E02968",3456,"Coridothymus capitatus","Lifespan","medium","[5]","semi-quantitative","general reference","Tutin1964","U",,,,,
"A17174",3456,"Coridothymus capitatus","NutritionalRelat","ectomycorrhizal symbiosis","[8]","categorical","compilation","Correia2018","U",,,,,
"E02972",3456,"Coridothymus capitatus","Spinescence","no","[2]","boolean","experience","Attica2008","E",,,,,
"E02959",3456,"Coridothymus capitatus","DispMode","G","[9]","categorical","compilation","Kazanis2005","E",,,,,
"E02969",3456,"Coridothymus capitatus","Diaspore","seed","[3]","categorical","experience","Attica2008","E",,,,,
"E02960",3456,"Coridothymus capitatus","FruitType","dry","[2]","categorical","general reference","Tutin1964","U",,,,,
"A10794",3456,"Coridothymus capitatus","SeedMass","0.16","mg","quantitative","measure","Thanos1993b","E",38.08,23.5,,"Low",
"A08421",3456,"Coridothymus capitatus","SeedMass","0.176","mg","quantitative","measure","Kazanci2014","M",37.45,28.39,,"Low",
"A02065",3456,"Coridothymus capitatus","SeedMass","0.22","mg","quantitative","measure","Thanos1995","E",35.4,23.9,,"VLow","f.c. mean of two seed lots"
"E02957",3456,"Coridothymus capitatus","BudSource","root crown","[13]","categorical","experience","Attica2008","E",38,23.7,,"Low",
"C03290",3456,"Coridothymus capitatus","RespFire","no","[2]","boolean","measure","Arianoutsou1982","E",37.94,23.8,,"Mod",
"P00179",3456,"Coridothymus capitatus","RespFire","no","[2]","boolean","experience","Arianoutsou1984","E",38,23.7,,"Low",
"E02956",3456,"Coridothymus capitatus","RespFire","low","[2]","semi-quantitative","experience","Attica2008","E",38,23.7,,"Low","f.c. only resprout after very low intensite fires"
"C04603",3456,"Coridothymus capitatus","RespFire","yes","[2]","boolean","measure","Thanos1996","E",38.18,23.72,,"Mod",
"R00601",3456,"Coridothymus capitatus","RespFire","no","[2]","boolean","compilation","Kazanis2004a","E",38.42,23.54,,"Low",
"R00462",3456,"Coridothymus capitatus","RespFire","yes","[2]","boolean","compilation","Naveh1975","M",31,35,,"Low",
"P00118",3456,"Coridothymus capitatus","RespFire","no","[2]","boolean","experience","Bergmeier1997","E",35.28,23.86,,"Low",
"A00317",3456,"Coridothymus capitatus","RespFire","no","[2]","boolean","experience","Vallejo2012","U",,,,,
"A00288",3456,"Coridothymus capitatus","ChemCues","inhibition|NC1","[3]","semi-quantitative conditional","measure","Hayta2011","M",38.63259,27.771414,,"Low","f.c. nitrate solutions used are high: 200-300 mM"
"A00879",3456,"Coridothymus capitatus","ChemCues","stimulation|smk","[3]","semi-quantitative conditional","measure","Kazanci2014","M",37.45,28.39,,"Low",
"A00843",3456,"Coridothymus capitatus","HeatStimGerm","moderate|LM_","[5]","semi-quantitative conditional","measure","Kazanci2014","M",37.45,28.39,,"Low",
"A00287",3456,"Coridothymus capitatus","HeatStimGerm","low|L_H","[5]","semi-quantitative conditional","measure","Hayta2011","M",38.63259,27.771414,,"Low",
"E05198",3456,"Coridothymus capitatus","SoilSeedBank","persistent|unk","[7]","semi-quantitative conditional","experience","Attica2008","E",38,23.7,,"Low",
"C06957",3456,"Coridothymus capitatus","SeedlEmerg","yes","[2]","boolean","compilation","Arianoutsou2000","M",32.71,35.03,,"Mod",
"R03306",3456,"Coridothymus capitatus","SeedlEmerg","no","[2]","boolean","compilation","Kazanis2004a","E",38.42,23.54,,"Low","f.a. but seedling emergence in the 2nd post-fire year"
"A00318",3456,"Coridothymus capitatus","SeedlEmerg","no","[2]","boolean","experience","Vallejo2012","U",,,,,
"P00119",3456,"Coridothymus capitatus","SeedlEmerg","yes","[2]","boolean","measure","Bergmeier1997","E",35.28,23.86,,"Low",
"R03193",3456,"Coridothymus capitatus","SeedlEmerg","yes","[2]","boolean","compilation","Naveh1975","M",31,35,,"Low",
"C06762",3456,"Coridothymus capitatus","SeedlEmerg","yes","[2]","boolean","experience","Kazanis1996","E",38,23.7,,"Low",
"C04364",3456,"Coridothymus capitatus","SeedlEmerg","yes","[2]","boolean","measure","Arianoutsou1981a","E",37.94,23.8,,"Mod",
"C04604",3456,"Coridothymus capitatus","SeedlEmerg","no","[2]","boolean","measure","Thanos1996","E",38.18,23.72,,"Mod",
"A04797",2489,"Horminum pyrenaicum","GrowthForm","perennial forb","[13]","categorical","general reference","Tutin1964","U",,,,,
"A02853",2489,"Horminum pyrenaicum","FruitType","dry","[2]","categorical","general reference","Tutin1964","U",,,,,
"C01972",2489,"Horminum pyrenaicum","SeedMass","0.71","mg","quantitative","measure","Cerabolini2003","C",,,,,
"C02122",2489,"Horminum pyrenaicum","SoilSeedBank","transient|unk","[7]","semi-quantitative conditional","compilation","Cerabolini2003","C",,,,,
"A04852",2545,"Lamiastrum galeobdolon","GrowthForm","subshrub","[13]","categorical","general reference","Tutin1964","U",,,,,
"A02854",2545,"Lamiastrum galeobdolon","FruitType","dry","[2]","categorical","general reference","Tutin1964","U",,,,,
"C01979",2545,"Lamiastrum galeobdolon","SeedMass","1.84","mg","quantitative","measure","Cerabolini2003","C",,,,,
"C02129",2545,"Lamiastrum galeobdolon","SoilSeedBank","transient|unk","[7]","semi-quantitative conditional","compilation","Cerabolini2003","C",,,,,
"A04853",2546,"Lamium amplexicaule","GrowthForm","annual forb","[13]","categorical","general reference","Tutin1964","U",,,,,
"A08718",2546,"Lamium amplexicaule","SLA","21.07","mm2/mg","quantitative","measure","Bochet2015","W",39.48333,-1.1,680,"High",
"A09033",2546,"Lamium amplexicaule","LDMC","160.4","mg/g","quantitative","measure","Bochet2015","W",39.48333,-1.1,680,"High",
"A16623",2546,"Lamium amplexicaule","NutritionalRelat","endomycorrhizal symbiosis","[8]","categorical","compilation","Correia2018","U",,,,,
"A16625",2546,"Lamium amplexicaule","DispMode","HG","[9]","categorical","compilation","Consensus2017","U",,,,,
"A02855",2546,"Lamium amplexicaule","FruitType","dry","[2]","categorical","general reference","Tutin1964","U",,,,,
"A08879",2546,"Lamium amplexicaule","SeedMass","0.71","mg","quantitative","measure","Bochet2015","W",39.48333,-1.1,680,"High",
"R00263",2546,"Lamium amplexicaule","RespFire","no","[2]","boolean","experience","Trabaud1992","W",43.69,3.82,110,"High",
"R00770",2546,"Lamium amplexicaule","RespFire","no","[2]","boolean","compilation","Kazanis2004a","E",38.42,23.54,,"Low",
"A11888",2546,"Lamium amplexicaule","ChemCues","stimulation|smk","[3]","semi-quantitative conditional","measure","Ergan2017","M",37.07,27.96,280,"Mod","f.c. Aquaeous smoke treatment with 3 concentrations"
"A11889",2546,"Lamium amplexicaule","OtherCues","unaffected|lgt","[3]","semi-quantitative conditional","measure","Ergan2017","M",37.07,27.96,280,"Mod",
"R03475",2546,"Lamium amplexicaule","SeedlEmerg","no","[2]","boolean","compilation","Kazanis2004a","E",38.42,23.54,,"Low",
"R03031",2546,"Lamium amplexicaule","SeedlEmerg","yes","[2]","boolean","experience","Trabaud1992","W",43.69,3.82,110,"High",
"R03609",2546,"Lamium amplexicaule","SeedlEmerg","yes","[2]","boolean","measure","Thanos1989","E",37.75,26.83,,"Mod",
"A11013",2546,"Lamium amplexicaule","SeedlEmerg","high","[2]","semi-quantitative","measure","Ergan2017","M",37.07,27.96,280,"Mod",
"A04869",2562,"Lavandula angustifolia","GrowthForm","subshrub","[13]","categorical","general reference","Tutin1964","U",,,,,
"A06831",2562,"Lavandula angustifolia","StemDensity","0.45","gr/cm3","quantitative","measure","Crivellaro2013","M",35.17,33.37,,"Low",
"A16639",2562,"Lavandula angustifolia","NutritionalRelat","endomycorrhizal symbiosis","[8]","categorical","compilation","Correia2018","U",,,,,
"A16640",2562,"Lavandula angustifolia","DispMode","G","[9]","categorical","compilation","Correia2018","U",,,,,
"A02856",2562,"Lavandula angustifolia","FruitType","dry","[2]","categorical","general reference","Tutin1964","U",,,,,
"R00957",2562,"Lavandula angustifolia","RespFire","yes","[2]","boolean","compilation","Cuco1987","W",41.51,2.15,,"Low",
"R03653",2562,"Lavandula angustifolia","SeedlEmerg","yes","[2]","boolean","compilation","Cuco1987","W",41.51,2.15,,"Low",
"A08365",5593,"Lavandula angustifolia ssp. pyrenaica","GrowthForm","subshrub","[13]","categorical","general reference","Tutin1964","U",,,,,
"A07089",5593,"Lavandula angustifolia ssp. pyrenaica","LeafLifespan","11","months","quantitative","measure","VillarSalvador2000","W",,,,,"f.c. data from phenomorphologic herbarium of IPE-CSIC"
"A04870",2563,"Lavandula dentata","GrowthForm","subshrub","[13]","categorical","general reference","Tutin1964","U",,,,,
"E00752",2563,"Lavandula dentata","LeafDivision","compound","[2]","categorical","experience","Murcia2008","W",,,,,
"E00753",2563,"Lavandula dentata","LeafPhenology","evergreen","[4]","categorical","experience","Murcia2008","W",,,,,
"E00754",2563,"Lavandula dentata","LeafShape","linear","[7]","categorical","experience","Murcia2008","W",,,,,
"A14128",2563,"Lavandula dentata","LeafArea","43.374","mm2","quantitative","measure","Cartagena2017","W",37.6,-0.88,,"Mod",
"A14370",2563,"Lavandula dentata","SLA","4.278","mm2/mg","quantitative","measure","Cartagena2017","W",37.6,-0.88,,"Mod",
"E00751",2563,"Lavandula dentata","Height","0.4","m","quantitative","measure","Murcia2008","W",37.59,-1.1,125,"Low",
"C01603",2563,"Lavandula dentata","NutritionalRelat","endomycorrhizal symbiosis","[8]","categorical","compilation","Honrubia1992","W",40,-4,,"VLow",
"A14611",2563,"Lavandula dentata","RootDepth","0.205","m","quantitative","measure","Cartagena2017","W",37.6,-0.88,,"Mod",
"E00759",2563,"Lavandula dentata","Spinescence","no","[2]","boolean","experience","Murcia2008","W",,,,,
"A14844",2563,"Lavandula dentata","DispMode","B","[9]","categorical","general reference","Consensus2017","U",,,,,
"E00756",2563,"Lavandula dentata","Diaspore","fruit","[3]","categorical","experience","Murcia2008","W",,,,,
"E00750",2563,"Lavandula dentata","FruitType","dry","[2]","categorical","experience","Murcia2008","W",,,,,
"A08550",2563,"Lavandula dentata","SeedMass","0.6","mg","quantitative","measure","Ballesteros2015","S",36.25,9.63,,"VLow",
"C10760",2563,"Lavandula dentata","SeedMass","0.234","mg","quantitative","measure","Pausas2008","W",40,-0.7,,"VLow",
"R00333",2563,"Lavandula dentata","RespFire","no","[2]","boolean","measure","Buhk2005a","W",37.87,-1.48,,"Low","f.a. less than 30% of post-fire plants were resprouting adults"
"C02643",2563,"Lavandula dentata","SoilSeedBank","transient|veg","[7]","semi-quantitative conditional","measure","Buhk2005b","W",37.87,-1.48,,"Low",
"R03101",2563,"Lavandula dentata","SeedlEmerg","yes","[2]","boolean","measure","Buhk2005a","W",37.87,-1.48,,"Low",
"E00758",2563,"Lavandula dentata","SeedlEmerg","low","[2]","semi-quantitative","measure","Murcia2008","W",37.59,-1.1,125,"Low",
"A05797",4772,"Lavandula lanata","GrowthForm","subshrub","[13]","categorical","general reference","Castroviejo1986","U",,,,,
"A01316",4772,"Lavandula lanata","SeedMass","1.43","mg","quantitative","measure","Lorite2007","W",37,-3,,"Low",
"A04871",2564,"Lavandula latifolia","GrowthForm","subshrub","[13]","categorical","general reference","Tutin1964","U",,,,,
"E04255",2564,"Lavandula latifolia","LeafDivision","simple","[2]","categorical","general reference","Valdes1987","W",,,,,
"A07644",2564,"Lavandula latifolia","LeafLifespan","4.233","months","quantitative","measure","Navas2003","W",43.59115,5.329531,,"Low","SE = 0.2 months"
"E04310",2564,"Lavandula latifolia","LeafPhenology","evergreen","[4]","categorical","general reference","Valdes1987","W",,,,,
"E04349",2564,"Lavandula latifolia","LeafShape","linear","[7]","categorical","general reference","Valdes1987","W",,,,,
"E04404",2564,"Lavandula latifolia","LeafArea","small","[5]","semi-quantitative","measure","Cuenca2008","W",39.8,-1.4,,"Mod",
"A07682",2564,"Lavandula latifolia","LNCm","13.88","mg/g","quantitative","measure","SauraMas2009","W",42.26667,-3.4,,"High","f.a. Sampling: late winter"
"A00819",2564,"Lavandula latifolia","SLA","5.580","mm2/mg","quantitative","measure","Hernandez2011","W",38.38,-0.43,80,"High","f.c. two-year-old seedlings; f.c. data were obtained from authors"
"A01626",2564,"Lavandula latifolia","SLA","7.7","mm2/mg","quantitative","measure","Navas2010","W",43.76,3.7,300,"High",
"A07708",2564,"Lavandula latifolia","SLA","8.61","mm2/mg","quantitative","measure","SauraMas2009","W",42.26667,-3.4,,"High","f.a. Sampling: summer"
"E04200",2564,"Lavandula latifolia","Height","0.8","m","quantitative","general reference","Bolos1984","W",,,,,
"E04009",2564,"Lavandula latifolia","Clonality","no","[2]","boolean","general reference","Valdes1987","W",37.5,-5.77,,"Low",
"E04513",2564,"Lavandula latifolia","Lifespan","medium","[5]","semi-quantitative","general reference","Valdes1987","W",37.5,-5.77,,"Low",
"C08041",2564,"Lavandula latifolia","RootDepth","0.87","m","quantitative","measure","GuerreroCampo2006","W",42.11,-1.32,,"Low","f.a. maximum rooting depth"
"E04852",2564,"Lavandula latifolia","Spinescence","no","[2]","boolean","experience","MAFHerbarium2008","U",,,,,
"E04064",2564,"Lavandula latifolia","DispMode","G","[9]","categorical","general reference","Bolos1984","W",,,,,
"E04570",2564,"Lavandula latifolia","Diaspore","fruit","[3]","categorical","general reference","Valdes1987","W",,,,,
"E04118",2564,"Lavandula latifolia","FruitType","dry","[2]","categorical","general reference","Valdes1987","W",,,,,
"A01829",2564,"Lavandula latifolia","SeedMass","0.78","mg","quantitative","measure","Paula2011b","W",38.33,-2.07,650,"VLow",
"E04801",2564,"Lavandula latifolia","SeedMass","1.2","mg","quantitative","measure","Cuenca2008","W",39.8,-1.4,,"Mod",
"A01677",2564,"Lavandula latifolia","SeedMass","0.95","mg","quantitative","measure","Navas2010","W",43.76,3.7,300,"High",
"C10808",2564,"Lavandula latifolia","SeedMass","0.7","mg","quantitative","measure","Valencia2008","W",39.5,-0.75,,"Low",
"C04982",2564,"Lavandula latifolia","SeedMass","0.71","mg","quantitative","measure","BLlavors2001","W",39.5,-0.75,,"Low",
"E04753",2564,"Lavandula latifolia","SeedShape","1.75","(ratio)","quantitative","measure","Cuenca2008","W",39.8,-1.4,,"Mod",
"A00741",2564,"Lavandula latifolia","RespFire","yes","[2]","boolean","compilation","SauraMas2012","W",42.27,-3.4,1160,"High",
"R01256",2564,"Lavandula latifolia","RespFire","no","[2]","boolean","compilation","Lloret2003","W",41.29,1.87,350,"Mod",
"C04945",2564,"Lavandula latifolia","RespFire","0","%","quantitative","measure","Valencia2008","W",39.5,-0.75,,"Low",
"C07630",2564,"Lavandula latifolia","RespFire","no","[2]","boolean","measure","Luna2007a","W",39.8,-1.5,,"Mod",
"P00017",2564,"Lavandula latifolia","ChemCues","stimulation|smk","[3]","semi-quantitative conditional","measure","Moreira2010","W",38.83,-1.08,,"VLow",
"S00486",2564,"Lavandula latifolia","HeatStimGerm","unaffected|_MH","[5]","semi-quantitative conditional","measure","Luna2007a","W",39.8,-1.5,,"Mod",
"P00045",2564,"Lavandula latifolia","HeatStimGerm","moderate|LMH","[5]","semi-quantitative conditional","measure","Moreira2010","W",38.83,-1.08,,"VLow",
"A00092",2564,"Lavandula latifolia","SeedlEmerg","yes","[2]","boolean","experience","SauraMas2009","W",42.26667,-3.4,,"High",
"E04683",2564,"Lavandula latifolia","SeedlEmerg","yes","[2]","boolean","measure","Cuenca2008","W",39.8,-1.4,,"Mod",
"A00054",2564,"Lavandula latifolia","SeedlEmerg","yes","[2]","boolean","experience","Verdu2009","W",37.98229,-2.906106,1100,"Mod",
"R03887",2564,"Lavandula latifolia","SeedlEmerg","yes","[2]","boolean","compilation","Lloret2003","W",41.29,1.87,350,"Mod",
"C03448",2564,"Lavandula latifolia","SeedlEmerg","no","[2]","boolean","measure","Ferrandis1996a","W",38.74,-2.19,700,"Low","f.a. post-fire seedlings were not recorded 8 mths after fire"
"A08355",5541,"Lavandula multifida","GrowthForm","subshrub","[13]","categorical","general reference","Castroviejo1986","U",,,,,
"A15380",5541,"Lavandula multifida","LeafDivision","compound","[2]","categorical","general reference","Wright2017","W",,,,,
"A15502",5541,"Lavandula multifida","LeafArea","525","mm2","quantitative","measure","Wright2017","W",36.89,-2.05,111,"High",
"A07873",5541,"Lavandula multifida","LeafArea","118","mm2","quantitative","measure","Gross2013","W",38.97855,-2.767416,,"VLow",
"A14129",5541,"Lavandula multifida","LeafArea","73.04","mm2","quantitative","measure","Cartagena2017","W",37.6,-0.88,,"Mod",
"A14371",5541,"Lavandula multifida","SLA","7.69","mm2/mg","quantitative","measure","Cartagena2017","W",37.6,-0.88,,"Mod",
"A07945",5541,"Lavandula multifida","SLA","21.693","mm2/mg","quantitative","measure","Gross2013","W",38.97855,-2.767416,,"VLow",
"A13909",5541,"Lavandula multifida","Height","0.43","m","quantitative","measure","Cartagena2017","W",37.6,-0.88,,"Mod",
"A07837",5541,"Lavandula multifida","Height","0.264","m","quantitative","measure","Gross2013","W",38.97855,-2.767416,,"VLow",
"A14612",5541,"Lavandula multifida","RootDepth","0.115","m","quantitative","measure","Cartagena2017","W",37.6,-0.88,,"Mod",
"A14845",5541,"Lavandula multifida","DispMode","W","[9]","categorical","general reference","Consensus2017","U",,,,,
"A04873",6896,"Lavandula pedunculata","GrowthForm","subshrub","[13]","categorical","general reference","Tutin1964","U",,,,,
"E04256",6896,"Lavandula pedunculata","LeafDivision","simple","[2]","categorical","general reference","Valdes1987","W",,,,,
"E04311",6896,"Lavandula pedunculata","LeafPhenology","evergreen","[4]","categorical","general reference","Valdes1987","W",,,,,
"E04350",6896,"Lavandula pedunculata","LeafShape","linear","[7]","categorical","general reference","Valdes1987","W",,,,,
"A15880",6896,"Lavandula pedunculata","LeafArea","107","mm2","quantitative","measure","Chozas2017","W",38.55,-8.83,,"Low",
"E04405",6896,"Lavandula pedunculata","LeafArea","small","[5]","semi-quantitative","measure","Cuenca2008","W",39.8,-1.4,,"Mod",
"A15972",6896,"Lavandula pedunculata","SLA","6.84","mm2/mg","quantitative","measure","Chozas2017","W",38.55,-8.83,,"Low",
"A15858",6896,"Lavandula pedunculata","Height","50.39","m","quantitative","measure","Chozas2017","W",38.55,-8.83,,"Low",
"E04201",6896,"Lavandula pedunculata","Height","1","m","quantitative","general reference","Bolos1984","W",,,,,
"E04010",6896,"Lavandula pedunculata","Clonality","no","[2]","boolean","general reference","Valdes1987","W",37.5,-5.77,,"Low",
"A15827",6896,"Lavandula pedunculata","Clonality","no","[2]","boolean","experience","Chozas2017","W",38.55,-8.83,,"Low",
"A15961",6896,"Lavandula pedunculata","d13C","-28.84","(ratio)","quantitative","measure","Chozas2017","W",38.55,-8.83,,"Low",
"E04514",6896,"Lavandula pedunculata","Lifespan","medium","[5]","semi-quantitative","general reference","Valdes1987","W",37.5,-5.77,,"Low",
"A16641",6896,"Lavandula pedunculata","NutritionalRelat","endomycorrhizal symbiosis","[8]","categorical","compilation","Correia2018","U",,,,,
"E04853",6896,"Lavandula pedunculata","Spinescence","no","[2]","boolean","experience","MAFHerbarium2008","U",,,,,
"E04065",6896,"Lavandula pedunculata","DispMode","G","[9]","categorical","general reference","Bolos1984","W",,,,,
"E04571",6896,"Lavandula pedunculata","Diaspore","fruit","[3]","categorical","general reference","Valdes1987","W",,,,,
"E04119",6896,"Lavandula pedunculata","FruitType","dry","[2]","categorical","general reference","Valdes1987","W",,,,,
"A15944",6896,"Lavandula pedunculata","SeedMass","0.69","mg","quantitative","measure","Chozas2017","W",38.55,-8.83,,"Low",
"E04802",6896,"Lavandula pedunculata","SeedMass","0.99","mg","quantitative","measure","Cuenca2008","W",39.8,-1.4,,"Mod",
"E04716",6896,"Lavandula pedunculata","SeedProd","many","[4]","semi-quantitative","measure","Cuenca2008","W",39.8,-1.4,,"Mod",
"E04754",6896,"Lavandula pedunculata","SeedShape","1.64","(ratio)","quantitative","measure","Cuenca2008","W",39.8,-1.4,,"Mod",
"A15914",6896,"Lavandula pedunculata","RespFire","no","[2]","boolean","experience","Chozas2017","W",38.55,-8.83,,"Low",
"C07631",6896,"Lavandula pedunculata","RespFire","no","[2]","boolean","measure","Luna2007a","W",39.8,-1.5,,"Mod",
"C04335",6896,"Lavandula pedunculata","SoilSeedBank","transient|veg","[7]","semi-quantitative conditional","measure","Ferrandis1999a","W",39.38,-4.51,876,"High",
"A15896",6896,"Lavandula pedunculata","SeedlEmerg","yes","[2]","boolean","experience","Chozas2017","W",38.55,-8.83,,"Low",
"E04684",6896,"Lavandula pedunculata","SeedlEmerg","yes","[2]","boolean","measure","Cuenca2008","W",39.8,-1.4,,"Mod",
"C04153",6896,"Lavandula pedunculata","SeedlEmerg","no","[2]","boolean","measure","Ferrandis1999c","W",39.38,-4.51,876,"High","f.a. post-fire seedlings were not recorded 7-9 mths after fire"
"A04875",2566,"Lavandula stoechas","GrowthForm","subshrub","[13]","categorical","general reference","Tutin1964","U",,,,,
"A07538",2566,"Lavandula stoechas","LeafPhenology","drought semi-deciduous","[4]","categorical","compilation","Villar2001","W",,,,,
"A15503",2566,"Lavandula stoechas","LeafArea","53","mm2","quantitative","measure","Wright2017","W",36.89,-2.05,111,"High",
"A15642",2566,"Lavandula stoechas","SLA","32.26","mm2/mg","quantitative","measure","Riva2016v","W",37.96,-4.77,290,"High",
"A07492",2566,"Lavandula stoechas","SLA","6.3","mm2/mg","quantitative","measure","Villar2001","W",37.38333,-5.983333,,"VLow","f.a. Sampling: summer"
"A06832",2566,"Lavandula stoechas","StemDensity","0.67","gr/cm3","quantitative","measure","Crivellaro2013","M",35.17,33.37,,"Low",
"E05124",2566,"Lavandula stoechas","CFFuel","0.13","(ratio)","quantitative","measure","Ruivo2000","W",40.28,-7.06,,"Mod",
"E05140",2566,"Lavandula stoechas","DeadFuel","22.4","%","quantitative","measure","Ruivo2000","W",40.28,-7.06,,"Mod",
"C01604",2566,"Lavandula stoechas","NutritionalRelat","endomycorrhizal symbiosis","[8]","categorical","compilation","Honrubia1992","W",40,-4,,"VLow",
"A06135",2566,"Lavandula stoechas","DispMode","GH","[9]","categorical","compilation","Consensus2017","U",,,,,""
"A02857",2566,"Lavandula stoechas","FruitType","dry","[2]","categorical","general reference","Tutin1964","U",,,,,
"A00368",2566,"Lavandula stoechas","SeedMass","0.7045","mg","quantitative","measure","Moreira2012","W",39.73,-0.5,741,"Mod",
"A00369",2566,"Lavandula stoechas","SeedMass","0.6069","mg","quantitative","measure","Moreira2012","W",40.09,0.03,165,"Mod",
"A00367",2566,"Lavandula stoechas","SeedMass","0.8212","mg","quantitative","measure","Moreira2012","W",39.86,-0.29,578,"Mod",
"A08422",2566,"Lavandula stoechas","SeedMass","0.61","mg","quantitative","measure","Kazanci2014","M",37.45,28.39,,"Low",
"A00370",2566,"Lavandula stoechas","SeedMass","0.7068","mg","quantitative","measure","Moreira2012","M",36.71,27.61,13,"Mod",
"C10761",2566,"Lavandula stoechas","SeedMass","0.759","mg","quantitative","measure","Pausas2008","W",40,-0.7,,"VLow",
"A00371",2566,"Lavandula stoechas","SeedMass","0.8261","mg","quantitative","measure","Moreira2012","M",36.72,29,194,"Mod",
"C10809",2566,"Lavandula stoechas","SeedMass","0.64","mg","quantitative","measure","Valencia2008","W",39.5,-0.75,,"Low",
"A00372",2566,"Lavandula stoechas","SeedMass","0.7267","mg","quantitative","measure","Moreira2012","M",36.88,28.19,265,"Mod",
"A00557",2566,"Lavandula stoechas","SeedMass","0.6","mg","quantitative","measure","Catav2014","M",36.88331,28.18331,22,"High",
"A00379",2566,"Lavandula stoechas","SeedMass","0.68","mg","quantitative","measure","Catav2012","M",36.9,28.133333,225,"High",
"R01114",2566,"Lavandula stoechas","RespDist","no","[2]","boolean","experience","Herrera1987a","W",37.02,-6.44,,"Low","f.c. criteria for resprouting capacity based on of the presence aboveground storage organ, and not on direct observations (J. Herrera com. pers.)"
"E05534",2566,"Lavandula stoechas","RespDist","low","[2]","semi-quantitative","experience","Herrera1997","W",37.02,-6.55,30,"High",
"C04482",2566,"Lavandula stoechas","RespFire","no","[2]","boolean","compilation","Andres2002","W",36.43,-5.56,,"Low",
"R01212",2566,"Lavandula stoechas","RespFire","no","[2]","boolean","compilation","Arnan2007","W",41.7,1.3,,"Low",
"C02479",2566,"Lavandula stoechas","RespFire","yes","[2]","boolean","compilation","Valbuena2001","W",42.83,-5.48,1220,"High",
"R00147",2566,"Lavandula stoechas","RespFire","yes","[2]","boolean","measure","Pausas1997","W",41.79,2.33,,"Mod",
"S00339",2566,"Lavandula stoechas","ChemCues","stimulation|cha","[3]","semi-quantitative conditional","measure","Keeley1999","E",36.35,25.45,,"VLow",
"P00059",2566,"Lavandula stoechas","ChemCues","stimulation|smk","[3]","semi-quantitative conditional","measure","Moreira2012","W",39.86,-0.29,578,"Mod","f.a. seeds from Serra Espadà"
"P00060",2566,"Lavandula stoechas","ChemCues","stimulation|smk","[3]","semi-quantitative conditional","measure","Moreira2012","W",39.73,-0.5,741,"Mod","f.a. seeds from Serra Calderona"
"P00063",2566,"Lavandula stoechas","ChemCues","stimulation|smk","[3]","semi-quantitative conditional","measure","Moreira2012","M",36.72,29,194,"Mod","f.a. seeds from Fethye"
"A00384",2566,"Lavandula stoechas","ChemCues","unaffected|smk","[3]","semi-quantitative conditional","measure","Catav2012","M",36.9,28.133333,225,"High",
"A00562",2566,"Lavandula stoechas","ChemCues","stimulation|smk","[3]","semi-quantitative conditional","measure","Catav2014","M",36.88331,28.18331,22,"High",
