"ID","TaxonID","Taxon","Trait","Data","Units","DataType","Method","SourceID","Region","Lat","Long","Alt","Accuracy","Comments"
"P00018",2566,"Lavandula stoechas","ChemCues","stimulation|smk","[3]","semi-quantitative conditional","measure","Moreira2010","W",38.83,-1.08,,"VLow",
"P00064",2566,"Lavandula stoechas","ChemCues","stimulation|smk","[3]","semi-quantitative conditional","measure","Moreira2012","M",36.88,28.19,265,"Mod","f.a. seeds from Datça"
"P00062",2566,"Lavandula stoechas","ChemCues","stimulation|smk","[3]","semi-quantitative conditional","measure","Moreira2012","M",36.71,27.61,13,"Mod","f.a. seeds from Marmaris"
"S00338",2566,"Lavandula stoechas","ChemCues","unaffected|smk","[3]","semi-quantitative conditional","measure","Crosti2006","U",,,,,
"P00061",2566,"Lavandula stoechas","ChemCues","stimulation|smk","[3]","semi-quantitative conditional","measure","Moreira2012","W",40.09,0.03,165,"Mod","f.a. seeds from Desert de les Palmes"
"A06964",2566,"Lavandula stoechas","HeatStimGerm","moderate|_M_","[5]","semi-quantitative conditional","measure","Moreira2012","W",39.73,-0.5,741,"Mod",
"A06965",2566,"Lavandula stoechas","HeatStimGerm","moderate|_M_","[5]","semi-quantitative conditional","measure","Moreira2012","W",40.09,0.03,165,"Mod",
"S00115",2566,"Lavandula stoechas","HeatStimGerm","unaffected|_M_","[5]","semi-quantitative conditional","measure","Keeley1999","E",36.35,25.45,,"VLow",
"A06967",2566,"Lavandula stoechas","HeatStimGerm","moderate|_M_","[5]","semi-quantitative conditional","measure","Moreira2012","M",36.71,27.61,13,"Mod",
"S00487",2566,"Lavandula stoechas","HeatStimGerm","unaffected|_MH","[5]","semi-quantitative conditional","measure","Luna2007a","W",39.8,-1.5,,"Mod",
"P00046",2566,"Lavandula stoechas","HeatStimGerm","high|LMH","[5]","semi-quantitative conditional","measure","Moreira2010","W",38.83,-1.08,,"VLow",
"A06963",2566,"Lavandula stoechas","HeatStimGerm","moderate|_M_","[5]","semi-quantitative conditional","measure","Moreira2012","W",39.86,-0.29,578,"Mod",
"A06966",2566,"Lavandula stoechas","HeatStimGerm","moderate|_M_","[5]","semi-quantitative conditional","measure","Moreira2012","M",36.88,28.19,265,"Mod",
"A06968",2566,"Lavandula stoechas","HeatStimGerm","moderate|_M_","[5]","semi-quantitative conditional","measure","Moreira2012","M",36.72,29,194,"Mod",
"A08162",2566,"Lavandula stoechas","OtherCues","unaffected|lgt","[3]","semi-quantitative conditional","measure","Keeley1999","E",36.35,25.45,,"VLow",
"C05186",2566,"Lavandula stoechas","SoilSeedBank","persistent|unk","[7]","semi-quantitative conditional","compilation","Crosti2006","U",,,,,
"C01793",2566,"Lavandula stoechas","SoilSeedBank","transient|veg","[7]","semi-quantitative conditional","measure","DiazVilla2003","W",36.4,-5.4,,"Low",
"C04494",2566,"Lavandula stoechas","SeedlEmerg","yes","[2]","boolean","compilation","Andres2002","W",36.43,-5.56,,"Low",
"C02529",2566,"Lavandula stoechas","SeedlEmerg","yes","[2]","boolean","compilation","Valbuena2001","W",42.83,-5.48,1220,"High","f.a. post-fire regeneration mostly by resprouting"
"R03843",2566,"Lavandula stoechas","SeedlEmerg","yes","[2]","boolean","compilation","Arnan2007","W",41.7,1.3,,"Low",
"A04872",2565,"Lavandula stoechas ssp. luisieri","GrowthForm","subshrub","[13]","categorical","general reference","Tutin1964","U",,,,,
"A07167",2565,"Lavandula stoechas ssp. luisieri","RootDepth","0.283","m","quantitative","measure","Silva2002","W",38.9,-9.3,,"Mod",
"A02858",2565,"Lavandula stoechas ssp. luisieri","FruitType","dry","[2]","categorical","general reference","Tutin1964","U",,,,,
"A02107",2565,"Lavandula stoechas ssp. luisieri","RespDist","yes","[2]","boolean","experience","Silva2002","W",38.9,-9.3,,"Mod",
"R00117",2565,"Lavandula stoechas ssp. luisieri","RespFire","no","[2]","boolean","measure","Clemente1996","W",38.5,-9,,"Mod",
"R02920",2565,"Lavandula stoechas ssp. luisieri","SeedlEmerg","yes","[2]","boolean","measure","Clemente1996","W",38.5,-9,,"Mod",
"A04874",2568,"Lavandula stoechas ssp. stoechas","GrowthForm","subshrub","[13]","categorical","general reference","Tutin1964","U",,,,,
"E02387",2568,"Lavandula stoechas ssp. stoechas","Lifespan","medium","[5]","semi-quantitative","experience","Gibraltar2008","W",36.2,-5.6,,"Low",
"A02859",2568,"Lavandula stoechas ssp. stoechas","FruitType","dry","[2]","categorical","general reference","Tutin1964","U",,,,,
"A08527",2568,"Lavandula stoechas ssp. stoechas","SeedMass","0.82","mg","quantitative","measure","Ballesteros2015","E",35.21,24.91,,"Low",
"R00427",2568,"Lavandula stoechas ssp. stoechas","RespDist","no","[2]","boolean","compilation","Arroyo1990","W",36.9,-5.3,,"Low",
"R00092",2568,"Lavandula stoechas ssp. stoechas","RespFire","yes","[2]","boolean","measure","Ojeda1996b","W",36.17,-5.62,425,"High",
"E02388",2568,"Lavandula stoechas ssp. stoechas","RespFire","no","[2]","boolean","experience","Gibraltar2008","W",36.2,-5.6,,"Low",
"A00608",2568,"Lavandula stoechas ssp. stoechas","RespFire","no","[2]","boolean","experience","Tavsanoglu2014","M",36.88,28.21,,"Mod",
"A00880",2568,"Lavandula stoechas ssp. stoechas","ChemCues","stimulation|smk","[3]","semi-quantitative conditional","measure","Kazanci2014","M",37.45,28.39,,"Low",
"A00844",2568,"Lavandula stoechas ssp. stoechas","HeatStimGerm","moderate|LM_","[5]","semi-quantitative conditional","measure","Kazanci2014","M",37.45,28.39,,"Low",
"E02389",2568,"Lavandula stoechas ssp. stoechas","MatSap","early","[3]","semi-quantitative","experience","Gibraltar2008","W",36.2,-5.6,,"Low",
"A11014",2568,"Lavandula stoechas ssp. stoechas","SeedlEmerg","no","[2]","boolean","measure","Ergan2017","M",37.07,27.96,280,"Mod",
"E02390",2568,"Lavandula stoechas ssp. stoechas","SeedlEmerg","yes","[2]","boolean","measure","Ojeda1995","W-S",36.02,-5.58,,"Low",
"R03158",2568,"Lavandula stoechas ssp. stoechas","SeedlEmerg","yes","[2]","boolean","compilation","Arroyo1990","W",36.9,-5.3,,"Low",
"A04950",2640,"Marrubium supinum","GrowthForm","subshrub","[13]","categorical","general reference","Tutin1964","U",,,,,
"A08730",2640,"Marrubium supinum","SLA","11.7","mm2/mg","quantitative","measure","Bochet2015","W",39.48333,-1.1,680,"High",
"A09045",2640,"Marrubium supinum","LDMC","305.46","mg/g","quantitative","measure","Bochet2015","W",39.48333,-1.1,680,"High",
"A02860",2640,"Marrubium supinum","FruitType","dry","[2]","categorical","general reference","Tutin1964","U",,,,,
"A08893",2640,"Marrubium supinum","SeedMass","1.22","mg","quantitative","measure","Bochet2015","W",39.48333,-1.1,680,"High",
"C10891",2640,"Marrubium supinum","SeedMass","1.3","mg","quantitative","measure","Luna2004","W",39.8,-1.5,,"Mod",
"A01110",2640,"Marrubium supinum","ChemCues","unaffected|NC1","[3]","semi-quantitative conditional","measure","Luna2009","W",39.82274,-1.461919,1150,"Mod",
"S00489",2640,"Marrubium supinum","HeatStimGerm","unaffected|_MH","[5]","semi-quantitative conditional","measure","Luna2007a","W",39.8,-1.5,,"Mod",
"A08144",2640,"Marrubium supinum","OtherCues","unaffected|lgt","[3]","semi-quantitative conditional","measure","Luna2009","W",39.82274,-1.461919,1150,"Mod",
"A04951",2641,"Marrubium vulgare","GrowthForm","perennial forb","[13]","categorical","general reference","Tutin1964","U",,,,,
"A16719",2641,"Marrubium vulgare","NutritionalRelat","endomycorrhizal symbiosis","[8]","categorical","compilation","Correia2018","U",,,,,
"A16720",2641,"Marrubium vulgare","DispMode","P","[9]","categorical","compilation","Correia2018","U",,,,,
"A02861",2641,"Marrubium vulgare","FruitType","dry","[2]","categorical","general reference","Tutin1964","U",,,,,
"C07383",2641,"Marrubium vulgare","RespFire","yes","[2]","boolean","experience","Alberdi2002","W",42.65,-2.28,1000,"High",
"C07473",2641,"Marrubium vulgare","SeedlEmerg","no","[2]","boolean","experience","Alberdi2002","W",42.65,-2.28,1000,"High",
"A04974",2667,"Melittis melissophyllum","GrowthForm","perennial forb","[13]","categorical","general reference","Tutin1964","U",,,,,
"A16743",2667,"Melittis melissophyllum","NutritionalRelat","endomycorrhizal symbiosis","[8]","categorical","compilation","Correia2018","U",,,,,"f.a. facultative"
"A16744",2667,"Melittis melissophyllum","DispMode","G","[9]","categorical","compilation","Correia2018","U",,,,,
"A02862",2667,"Melittis melissophyllum","FruitType","dry","[2]","categorical","general reference","Tutin1964","U",,,,,
"C02229",2667,"Melittis melissophyllum","SeedMass","5.39","mg","quantitative","measure","Cerabolini2003","C",,,,,
"C02319",2667,"Melittis melissophyllum","SoilSeedBank","short-persistent|unk","[7]","semi-quantitative conditional","compilation","Cerabolini2003","C",,,,,
"A04975",2668,"Mentha aquatica","GrowthForm","perennial forb","[13]","categorical","general reference","Tutin1964","U",,,,,
"C01606",2668,"Mentha aquatica","NutritionalRelat","endomycorrhizal symbiosis","[8]","categorical","compilation","Honrubia1992","W",40,-4,,"VLow",
"A01564",2668,"Mentha aquatica","NutritionalRelat","endomycorrhizal symbiosis","[8]","categorical","measure","Maremmani2003","C",44.37,12.23,,"Low",
"A16745",2668,"Mentha aquatica","NutritionalRelat","endomycorrhizal symbiosis","[8]","categorical","compilation","Correia2018","U",,,,,"f.a. facultative"
"A16746",2668,"Mentha aquatica","DispMode","G","[9]","categorical","compilation","Correia2018","U",,,,,
"A02863",2668,"Mentha aquatica","FruitType","dry","[2]","categorical","general reference","Tutin1964","U",,,,,
"A04976",2669,"Mentha pulegium","GrowthForm","perennial forb","[13]","categorical","general reference","Tutin1964","U",,,,,
"A02864",2669,"Mentha pulegium","FruitType","dry","[2]","categorical","general reference","Tutin1964","U",,,,,
"A04977",2670,"Mentha suaveolens","GrowthForm","perennial forb","[13]","categorical","general reference","Tutin1964","U",,,,,
"A02865",2670,"Mentha suaveolens","FruitType","dry","[2]","categorical","general reference","Tutin1964","U",,,,,
"C03432",2670,"Mentha suaveolens","SeedlEmerg","no","[2]","boolean","measure","Ferrandis1996a","W",38.74,-2.19,700,"Low","f.a. post-fire seedlings were not recorded 8 mths after fire"
"A04978",968,"Mentha x piperita","GrowthForm","perennial forb","[13]","categorical","general reference","Consensus2017","U",,,,,
"A16747",968,"Mentha x piperita","NutritionalRelat","endomycorrhizal symbiosis","[8]","categorical","compilation","Correia2018","U",,,,,"f.a. facultative"
"C01607",968,"Mentha x piperita","NutritionalRelat","endomycorrhizal symbiosis","[8]","categorical","compilation","Honrubia1992","W",40,-4,,"VLow",
"A16748",968,"Mentha x piperita","DispMode","G","[9]","categorical","compilation","Correia2018","U",,,,,
"A02866",968,"Mentha x piperita","FruitType","dry","[2]","categorical","general reference","Tutin1964","U",,,,,
"A04984",2676,"Micromeria juliana","GrowthForm","subshrub","[13]","categorical","general reference","Tutin1964","U",,,,,
"E03254",2676,"Micromeria juliana","LeafDivision","simple","[2]","categorical","experience","Attica2008","E",,,,,
"E03255",2676,"Micromeria juliana","LeafArea","very small","[5]","semi-quantitative","experience","Attica2008","E",38,23.7,,"Low",
"E03253",2676,"Micromeria juliana","Height","0.4","m","quantitative","general reference","Tutin1964","U",,,,,
"E03250",2676,"Micromeria juliana","Clonality","no","[2]","boolean","experience","Attica2008","E",38,23.7,,"Low",
"E03257",2676,"Micromeria juliana","Lifespan","short","[5]","semi-quantitative","experience","Attica2008","E",38,23.7,,"Low",
"E03263",2676,"Micromeria juliana","Spinescence","no","[2]","boolean","experience","Attica2008","E",,,,,
"E03251",2676,"Micromeria juliana","DispMode","G","[9]","categorical","compilation","Kazanis2005","E",,,,,
"E03258",2676,"Micromeria juliana","Diaspore","seed","[3]","categorical","experience","Attica2008","E",,,,,
"E03252",2676,"Micromeria juliana","FruitType","dry","[2]","categorical","general reference","Tutin1964","U",,,,,
"R00681",2676,"Micromeria juliana","RespFire","no","[2]","boolean","compilation","Kazanis2004a","E",38.42,23.54,,"Low",
"C06283",2676,"Micromeria juliana","SoilSeedBank","persistent|unk","[7]","semi-quantitative conditional","compilation","Kazanis2004a","E",38.42,23.54,,"Low",
"E03261",2676,"Micromeria juliana","SeedlEmerg","high","[2]","semi-quantitative","compilation","Kazanis2005","E",39,22,,"VLow",
"R03386",2676,"Micromeria juliana","SeedlEmerg","yes","[2]","boolean","compilation","Kazanis2004a","E",38.42,23.54,,"Low",
"E03262",2676,"Micromeria juliana","SeedlSurv","high","[3]","semi-quantitative","experience","Attica2008","E",38,23.7,,"Low",
"A04985",3320,"Micromeria myrtifolia","GrowthForm","subshrub","[13]","categorical","general reference","Tutin1964","U",,,,,
"A06835",3320,"Micromeria myrtifolia","StemDensity","0.62","gr/cm3","quantitative","measure","Crivellaro2013","M",35.17,33.37,,"Low",
"A02867",3320,"Micromeria myrtifolia","FruitType","dry","[2]","categorical","general reference","Tutin1964","U",,,,,
"A08423",3320,"Micromeria myrtifolia","SeedMass","0.0384","mg","quantitative","measure","Kazanci2014","M",37.45,28.39,,"Low",
"E05537",3320,"Micromeria myrtifolia","RespFire","no","[2]","boolean","experience","Turkmen2005","M",37.35,35.17,530,"High",
"A11890",3320,"Micromeria myrtifolia","ChemCues","stimulation|smk","[3]","semi-quantitative conditional","measure","Ergan2017","M",37.07,27.96,280,"Mod","f.c. Aquaeous smoke treatment with 3 concentrations"
"A00881",3320,"Micromeria myrtifolia","ChemCues","unaffected|smk","[3]","semi-quantitative conditional","measure","Kazanci2014","M",37.45,28.39,,"Low",
"A11891",3320,"Micromeria myrtifolia","OtherCues","stimulation|lgt","[3]","semi-quantitative conditional","measure","Ergan2017","M",37.07,27.96,280,"Mod",
"E05538",3320,"Micromeria myrtifolia","SeedlEmerg","yes","[2]","boolean","experience","Turkmen2005","M",37.35,35.17,530,"High",
"A04986",2677,"Micromeria nervosa","GrowthForm","subshrub","[13]","categorical","general reference","Tutin1964","U",,,,,
"A06836",2677,"Micromeria nervosa","StemDensity","0.75","gr/cm3","quantitative","measure","Crivellaro2013","M",35.17,33.37,,"Low",
"A02868",2677,"Micromeria nervosa","FruitType","dry","[2]","categorical","general reference","Tutin1964","U",,,,,
"R00602",2677,"Micromeria nervosa","RespFire","no","[2]","boolean","compilation","Kazanis2004a","E",38.42,23.54,,"Low",
"R03307",2677,"Micromeria nervosa","SeedlEmerg","no","[2]","boolean","compilation","Kazanis2004a","E",38.42,23.54,,"Low","f.a. but seedling emergence in the 2nd post-fire year"
"A09704",5707,"Nepeta foliosa","GrowthForm","perennial forb","[13]","categorical","general reference","Consensus2017","U",,,,,
"A08512",5707,"Nepeta foliosa","SeedMass","0.71","mg","quantitative","measure","Ballesteros2015","C",40,9,,"Low",
"A05009",2701,"Nepeta nepetella","GrowthForm","subshrub","[13]","categorical","general reference","Tutin1964","U",,,,,
"A02870",2701,"Nepeta nepetella","FruitType","dry","[2]","categorical","general reference","Tutin1964","U",,,,,
"A01111",2701,"Nepeta nepetella","ChemCues","stimulation|NC1","[3]","semi-quantitative conditional","measure","Luna2009","W",39.82274,-1.461919,1150,"Mod",
"S00490",2701,"Nepeta nepetella","HeatStimGerm","unaffected|_MH","[5]","semi-quantitative conditional","measure","Luna2007a","W",39.8,-1.5,,"Mod",
"A08145",2701,"Nepeta nepetella","OtherCues","unaffected|lgt","[3]","semi-quantitative conditional","measure","Luna2009","W",39.82274,-1.461919,1150,"Mod",
"A05699",4545,"Nepeta troodi","GrowthForm","perennial forb","[13]","categorical","general reference","Kadis2010a","U",,,,,
"A06837",4545,"Nepeta troodi","StemDensity","0.39","gr/cm3","quantitative","measure","Crivellaro2013","M",35.17,33.37,,"Low",
"A01130",4545,"Nepeta troodi","SeedMass","0.38","mg","quantitative","measure","Kadis2010a","M",35,33,,"Low",
"A05705",4557,"Origanum cordifolium","GrowthForm","subshrub","[13]","categorical","general reference","Kadis2010b","U",,,,,
"A06838",4557,"Origanum cordifolium","StemDensity","0.5","gr/cm3","quantitative","measure","Crivellaro2013","M",35.17,33.37,,"Low",
"A01137",4557,"Origanum cordifolium","SeedMass","0.22","mg","quantitative","measure","Kadis2010b","M",35,33,,"Low",
"A08291",5370,"Origanum dubium","GrowthForm","shrub","[13]","categorical","general reference","Consensus2017","U",,,,,
"A06839",5370,"Origanum dubium","StemDensity","0.59","gr/cm3","quantitative","measure","Crivellaro2013","M",35.17,33.37,,"Low",
"A05584",4179,"Origanum laevigatum","GrowthForm","shrub","[13]","categorical","general reference","Davis1965","U",,,,,
"A00239",4179,"Origanum laevigatum","RespFire","yes","[2]","boolean","measure","Turkmen2011","M",36.95,36.266666,550,"High",
"A00265",4179,"Origanum laevigatum","SeedlEmerg","yes","[2]","boolean","measure","Turkmen2011","M",36.95,36.266666,550,"High",
"A08292",5372,"Origanum majorana","GrowthForm","shrub","[13]","categorical","general reference","Consensus2017","U",,,,,
"A06840",5372,"Origanum majorana","StemDensity","0.5","gr/cm3","quantitative","measure","Crivellaro2013","M",35.17,33.37,,"Low",
"A05591",4222,"Origanum onites","GrowthForm","subshrub","[13]","categorical","general reference","Davis1965","U",,,,,
"A08424",4222,"Origanum onites","SeedMass","0.065","mg","quantitative","measure","Kazanci2014","M",37.45,28.39,,"Low",
"A00558",4222,"Origanum onites","SeedMass","0.06","mg","quantitative","measure","Catav2014","M",37,28.35,65,"High",
